FID;Kod_region;Region;Kod_distri;District;Kod_munici;Municipal;Kod_part_o;Part_ofmun;Kod_local;Local_part;Day;Month;Year;Time fire H;Alarm_leve;Type_of_bu;x;y;Surface;Ownership;Initiator;Popis;slope;elevation;aspect;dist_road;distanc_ri;relativ_hu;Code_lanco;pop_densit;temperatur;wind_speed;Risk_AHP;Risk_fu_AH
92;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;730475;Kobylisy;500208;Praha 8;24;6;2010;21.65277778;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-739376;-1038765;0; ;dále nedošetřovaný iniciátor; ;2.19119;299.882996;200.063004;0;1797.339966;81.970497;112;2556.550049;16.86310005;2.767689943;4;3
93;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;728519;Komořany;0; ;6;7;2011;17.44722222;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-745134;-1053941;0;státní vlastnictví;dále nedošetřovaný iniciátor; ;4.85707;233.149002;330.213989;0;642.994019;83.394203;112;2556.550049;18.57690048;2.600660086;5;4
94;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;728764;Košíře;0; ;11;3;2011;15.08916667;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-746370;-1044554;1; ;dále nedošetřovaný iniciátor; ;5.71611;238.888;42.051998;0;1357.98999;82.556801;112;2556.550049;4.807360172;3.459320068;4;3
95;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;728764;Košíře;500143;Praha 5;29;8;2012;15.91944444;I.;les vysokokmenný - smíšený (622);-747256;-1044495;0;obecní majetek;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;6.23314;255.869003;17.990999;0;1210.949951;82.605202;112;2556.550049;18.50779915;2.458169937;4;3
96;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;676071;Křeslice;0; ;16;9;2011;16.56888889;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-733692;-1051469;0; ;dále nedošetřovaný iniciátor; ;3.63948;279.598999;324.463989;0;0;83.070602;112;2556.550049;14.26780033;2.599999905;4;3
97;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;676071;Křeslice;538400;Praha-Křeslice;14;2;2007;22.17416667;I.;jiný pozemek (627);-733749;-1051681;0;státní vlastnictví;jiné;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;0.537711;284.011993;333.322998;0;0;83.091103;112;2556.550049;0.623311996;3.299999952;4;3
98;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;676071;Křeslice;538400;Praha-Křeslice;31;5;2011;18.26027778;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-734199;-1051782;0; ;dále nedošetřovaný iniciátor; ;1.38937;280.822998;318.371002;0;0;83.090103;112;2556.550049;13.9932003;2.900000095;4;3
99;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;728314;Kunratice;0; ;7;3;2011;15.90222222;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-737799;-1051257;2; ;dále nedošetřovaný iniciátor; ;2.113;307.773987;186.643997;0;1080.540039;82.939102;211;2556.550049;4.528610229;3.573999882;4;3
100;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;728314;Kunratice;547042;Praha-Kunratice;17;4;2010;11.47777778;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-739574;-1051871;0; ;dále nedošetřovaný iniciátor; ;1.60364;289.730011;39.943501;0;821.322998;82.985901;112;2556.550049;8.677599907;3.200000048;5;4
102;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;731439;Letňany;0; ;28;4;2011;17.35833333;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-736108;-1038545;1; ;dále nedošetřovaný iniciátor; ;1.98757;274.046997;346.751007;0;1430.859985;82.156799;112;2556.550049;8.892990112;3.206500053;4;3
103;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;731439;Letňany;547417;Praha 18;23;3;2011;17.25555556;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-736108;-1038545;2; ;dále nedošetřovaný iniciátor; ;1.98757;274.046997;346.751007;0;1430.859985;82.156799;112;2556.550049;4.793499947;3.506500006;4;3
104;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;730891;Libeň;500208;Praha 8;2;3;2011;14.58611111;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-738298;-1040270;0; ;dále nedošetřovaný iniciátor; ;10.3476;264.752014;193.727005;0;308.886993;82.0261;112;2556.550049;4.90666008;3.504940033;5;5
105;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;730891;Libeň;500208;Praha 8;30;4;2011;13.7575;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-739029;-1042211;1; ;dále nedošetřovaný iniciátor; ;3.42588;196.981003;292.279999;0;468.743988;81.998901;121;2556.550049;9.529259682;3.019200087;4;3
106;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;730891;Libeň;500216;Praha 9;6;4;2010;17.56777778;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-738868;-1040748;1; ;dále nedošetřovaný iniciátor; ;6.46159;207.744995;188.020996;0;0;81.997002;141;2556.550049;9.330329895;3.130179882;4;3
107;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;730891;Libeň;500216;Praha 9;2;7;2011;16.54638889;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-738508;-1040902;0; ;dále nedošetřovaný iniciátor; ;2.61646;201.552002;199.201004;0;0;82.017601;112;2556.550049;19.52359962;2.528130054;4;3
108;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;730891;Libeň;500216;Praha 9;23;10;2006;16.75138889;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-738868;-1040748;0;obecní majetek;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;6.46159;207.744995;188.020996;0;0;81.997002;141;2556.550049;9.760519981;2.860359907;4;3
109;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;728390;Libuš;0; ;20;5;2011;21.24166667;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-741428;-1052527;0; ;dále nedošetřovaný iniciátor; ;1.52038;293.841003;201.882004;0;1345.030029;83.126602;112;2556.550049;13.80000019;2.965909958;4;3
110;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;728390;Libuš;0; ;21;5;2011;13.93888889;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-741428;-1052527;2;nezjištěno nebo jiný druh. nelze specifikovat;dále nedošetřovaný iniciátor;nezjištěno;1.52038;293.841003;201.882004;0;1345.030029;83.126602;112;2556.550049;13.80000019;2.965909958;4;3
111;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;728390;Libuš;0; ;20;6;2011;12.79805556;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-741285;-1052372;0;nezjištěno nebo jiný druh. nelze specifikovat;dále nedošetřovaný iniciátor;nezjištěno;0.661427;294.923004;239.009003;0;1266.959961;83.104599;112;2556.550049;16.55660057;2.710880041;4;3
112;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;728390;Libuš;547107;Praha 12;3;6;2011;17.85583333;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-741585;-1052374;3; ;dále nedošetřovaný iniciátor; ;1.16177;292.843994;201.537994;0;1243.869995;83.115501;112;2556.550049;16.57769966;2.72533989;5;5
113;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;728390;Libuš;547174;Praha 17;25;5;2011;16.09722222;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-741657;-1052362;2; ;dále nedošetřovaný iniciátor; ;1.38225;293.105988;162.253998;0;1232.469971;83.116699;112;2556.550049;13.80000019;2.958650112;5;5
114;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;728390;Libuš;547051;Praha-Libuš;30;4;2011;12.45527778;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-741428;-1052527;0; ;dále nedošetřovaný iniciátor; ;1.52038;293.841003;201.882004;0;1345.030029;83.126602;112;2556.550049;8.534090042;3.200000048;4;3
115;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;728390;Libuš;547051;Praha-Libuš;8;5;2011;18.97361111;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-741428;-1052527;1; ;dále nedošetřovaný iniciátor; ;1.52038;293.841003;201.882004;0;1345.030029;83.126602;112;2556.550049;13.80000019;2.965909958;4;3
116;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;728390;Libuš;547051;Praha-Libuš;22;5;2011;19.11305556;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-741428;-1052527;0; ;dále nedošetřovaný iniciátor; ;1.52038;293.841003;201.882004;0;1345.030029;83.126602;112;2556.550049;13.80000019;2.965909958;4;3
117;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;728390;Libuš;547051;Praha-Libuš;20;5;2011;16.63527778;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-741456;-1052369;3; ;dále nedošetřovaný iniciátor; ;0.979259;294.868988;211.927002;0;1251.540039;83.110298;112;2556.550049;13.80000019;2.97220993;4;3
120;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;683973;Lipence;539449;Praha-Lipence;27;6;2010;12.71722222;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-749502;-1056325;0; ;dále nedošetřovaný iniciátor; ;1.84128;200.291;13.5586;0;622.374023;83.726097;112;1942.609985;17.03919983;2.5;5;4
122;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;727750;Michle;0; ;10;4;2011;19.56472222;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-740057;-1046775;0; ;dále nedošetřovaný iniciátor; ;8.51555;234.675003;174.507004;0;0;82.425499;112;2556.550049;9.398039818;3.099999905;4;3
124;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;727750;Michle;500224;Praha 10;5;8;2015;19.16333333;I.;les vysokokmenný - smíšený (622);-740172;-1046570;2;obecní majetek;neobjasněný iniciátor;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;3.63371;268.23999;178.587997;0;0;82.408401;112;2556.550049;19.39780045;2.299999952;4;3
127;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;727750;Michle;500119;Praha 4;31;5;2011;15.86888889;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-739690;-1047113;0; ;dále nedošetřovaný iniciátor; ;1.57509;216.184006;174.078003;0;0;82.444504;121;2556.550049;14.76679993;2.811059952;4;3
128;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;728616;Modřany;0; ;28;6;2011;15.53861111;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-743767;-1051993;2; ;dále nedošetřovaný iniciátor; ;4.95095;239.417007;243.830994;0;690.213989;83.154503;112;2556.550049;16.98049927;2.579859972;4;3
129;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;728616;Modřany;0; ;28;6;2011;13.68638889;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-743767;-1051993;1; ;dále nedošetřovaný iniciátor; ;4.95095;239.417007;243.830994;0;690.213989;83.154503;112;2556.550049;16.98049927;2.579859972;4;3
143;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;728951;Motol;500143;Praha 5;25;6;2012;19.42277778;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-747794;-1044440;0;obecní majetek;zápalka. zapalovač;bez vlivu. nesledováno/zakládání ohňů. samovznícení. kouření.;2.22806;255.567993;97.155502;0;1256.290039;82.633102;112;2556.550049;16.75600052;2.725990057;4;3
146;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;729876;Nebušice;547158;Praha-Nebušice;29;6;2012;16.60083333;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-748279;-1039350;0; ;dále nedošetřovaný iniciátor; ;1.36932;277.869995;82.6194;0;65.517303;82.463203;112;1692.619995;16.53730011;2.799999952;4;3
149;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;732613;Petrovice;547395;Praha-Petrovice;9;4;2010;20.30166667;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-733908;-1050185;1; ;dále nedošetřovaný iniciátor; ;2.10436;279.377014;243.699997;0;642.349976;82.931;112;2556.550049;8.744979858;3.200000048;4;3
150;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;732613;Petrovice;547395;Praha-Petrovice;29;4;2010;20.35472222;I.;jiný pozemek (627);-733908;-1050185;1;nezjištěno nebo jiný druh. nelze specifikovat;neobjasněný iniciátor;nezjištěno;2.10436;279.377014;243.699997;0;642.349976;82.931;112;2556.550049;8.744979858;3.200000048;4;3
151;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;720984;Písnice;0; ;28;4;2011;14.69583333;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-741118;-1052978;0; ;dále nedošetřovaný iniciátor; ;0.526083;295.910004;146.401001;0;1725.089966;83.165298;112;2556.550049;8.504619598;3.200000048;4;3
153;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;720984;Písnice;0; ;25;5;2011;12.14277778;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-741118;-1052978;1; ;dále nedošetřovaný iniciátor; ;0.526083;295.910004;146.401001;0;1725.089966;83.165298;112;2556.550049;13.76830006;2.995379925;4;3
154;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;720984;Písnice;0; ;2;9;2011;13.50972222;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-741016;-1052895;2; ;dále nedošetřovaný iniciátor; ;0.8117;295.320007;117.485001;0;1699.219971;83.152702;112;2556.550049;14.07820034;2.599999905;4;3
155;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;720984;Písnice;0; ;3;10;2011;15.43916667;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-741118;-1052978;0;nezjištěno nebo jiný druh. nelze specifikovat;dále nedošetřovaný iniciátor;nezjištěno;0.526083;295.910004;146.401001;0;1725.089966;83.165298;112;2556.550049;8.968290329;3.06366992;4;3
157;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;720984;Písnice;500119;Praha 4;31;5;2011;17.23333333;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-741118;-1052978;1; ;dále nedošetřovaný iniciátor; ;0.526083;295.910004;146.401001;0;1725.089966;83.165298;112;2556.550049;13.76830006;2.995379925;4;3
159;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;720984;Písnice;547051;Praha-Libuš;2;7;2011;17.41416667;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-741118;-1052978;0; ;dále nedošetřovaný iniciátor; ;0.526083;295.910004;146.401001;0;1725.089966;83.165298;112;2556.550049;18.375;2.700000048;4;3
160;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;720984;Písnice;547051;Praha-Libuš;17;9;2011;19.26361111;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-741212;-1052817;0; ;dále nedošetřovaný iniciátor; ;1.63864;295.845001;281.239014;0;1578.319946;83.150803;112;2556.550049;14.08749962;2.599999905;4;3
161;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;734373;Přední Kopanina;539589;Praha-Přední Kopanina;4;4;2010;19.48416667;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-750728;-1038446;0;obecní majetek;dále nedošetřovaný iniciátor;nezjištěno;0.828903;344.700989;30.2283;0;470.187012;82.566704;211;1705.189941;7.90778017;3.400000095;4;3
163;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;731382;Prosek;0; ;10;4;2011;11.55472222;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-737666;-1040447;0;obecní majetek;dále nedošetřovaný iniciátor; ;10.8577;270.584991;197.606003;0;688.982971;82.062202;141;2556.550049;8.934949875;3.232310057;5;5
164;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;731382;Prosek;500216;Praha 9;1;8;2010;21.66388889;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-736897;-1040117;0; ;dále nedošetřovaný iniciátor; ;1.57768;294.407013;145.134003;0;1401.829956;82.1054;112;2556.550049;18.69989967;2.5;4;3
165;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;731382;Prosek;500216;Praha 9;27;10;2010;15.56055556;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-736897;-1040117;0; ;dále nedošetřovaný iniciátor; ;1.57768;294.407013;145.134003;0;1401.829956;82.1054;112;2556.550049;9.199999809;3.194509983;4;3
166;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;728641;Radlice;0; ;14;6;2011;18.00611111;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-745943;-1045998;1; ;dále nedošetřovaný iniciátor; ;3.8647;265.312012;24.244499;0;1262.51001;82.667397;121;2556.550049;16.72260094;2.797369957;5;5
167;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;728641;Radlice;500143;Praha 5;23;10;2006;13.32277778;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-745552;-1046489;0;obecní majetek;neobjasněný iniciátor;nezjištěno;6.82389;316.075989;2.82331;0;1069.910034;82.692596;243;2556.550049;9.063199997;3.099999905;5;4
168;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;738620;Radotín;0; ;28;2;2011;21.07055556;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-749348;-1054313;0; ;dále nedošetřovaný iniciátor; ;4.16377;205.774994;136.108994;0;0;83.554199;112;1960.890015;0.860522985;3.032360077;5;5
169;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;738620;Radotín;0; ;21;3;2011;19.93777778;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-749858;-1054249;2; ;dále nedošetřovaný iniciátor; ;11.1252;274.98999;133.783005;0;0;83.564003;311;1737.900024;4.532589912;3.429739952;5;4
170;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;738620;Radotín;539601;Praha 16;17;3;2010;21.6825;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-749172;-1053132;0; ;dále nedošetřovaný iniciátor; ;11.8174;229.985992;246.098999;0;151.975998;83.4496;112;2556.550049;4.426290035;3.484679937;5;5
171;CZ010;Hlavní město Praha;CZ0100;Hlavní Město Praha;554782;Praha;738620;Radotín;539601;Praha 16;26;3;2010;19.98805556;I.;trávní porost. školky. hrabanka. jehličí. listí. rašelina (623);-749172;-1053132;0; ;dále nedošetřovaný iniciátor; ;11.8174;229.985992;246.098999;0;151.975998;83.4496;112;2556.550049;4.426290035;3.484679937;5;5
